State,Narcotic,NonNarcotic,Year,Percentage,From.Yearly.Mean,Yearly.Mean
NY,149531,2528225,2005,5.58419064321021,-5.9892197250802806,11.57341036829049
OH,237891,1114707,2005,17.587708986705582,6.014298618415092,11.57341036829049
OK,33860,240652,2005,12.334615608789415,0.7612052404989242,11.57341036829049
OR,42926,90187,2005,32.24778947210265,20.674379103812164,11.57341036829049
PA,95576,399242,2005,19.315384646476076,7.741974278185586,11.57341036829049
RI,10123,60994,2005,14.234289972861621,2.6608796045711305,11.57341036829049
SC,76800,271871,2005,22.026494890598876,10.453084522308385,11.57341036829049
SD,4291,29172,2005,12.82311807070496,1.2497077024144687,11.57341036829049
TN,359550,6500010,2005,5.241589839581548,-6.331820528708943,11.57341036829049
TX,109916,1831267,2005,5.662320347952769,-5.9110900203377215,11.57341036829049
UT,26889,148364,2005,15.342961318779135,3.769550950488645,11.57341036829049
VA,61821,256066,2005,19.447476619050168,7.874066250759677,11.57341036829049
VT,6306,18088,2005,25.85061900467328,14.27720863638279,11.57341036829049
WA,143572,430985,2005,24.98829533014131,13.414884961850818,11.57341036829049
WI,82338,305291,2005,21.241444783543027,9.668034415252537,11.57341036829049
WV,33076,250041,2005,11.68280251627419,0.10939214798369967,11.57341036829049
WY,4844,22852,2005,17.48989023685731,5.916479868566819,11.57341036829049
XX,3394552,25961166,2005,11.563512089876324,-0.009898278414166128,11.57341036829049
AK,9149,35460,2006,20.50931426393777,6.914866363598268,13.594447900339503
AL,32403,208976,2006,13.424117259579335,-0.17033064076016835,13.594447900339503
AR,20147,111000,2006,15.362150868872334,1.7677029685328307,13.594447900339503
CA,160839,1321964,2006,10.846956743410958,-2.747491156928545,13.594447900339503
CO,25300,109130,2006,18.82020382355129,5.225755923211786,13.594447900339503
CT,18718,61118,2006,23.44556340498021,9.851115504640706,13.594447900339503
DC,2127,33226,2006,6.016462535004101,-7.577985365335402,13.594447900339503
DE,13084,74657,2006,14.912070753695536,1.317622853356033,13.594447900339503
FL,73012,398273,2006,15.492111991682314,1.8976640913428113,13.594447900339503
GA,63136,330807,2006,16.026684063430498,2.4322361630909946,13.594447900339503
HI,9924,22471,2006,30.63435715388177,17.039909253542266,13.594447900339503
IA,16085,115202,2006,12.251784258913679,-1.3426636414258244,13.594447900339503
ID,10731,52443,2006,16.986418463291862,3.391970562952359,13.594447900339503
IL,66988,697247,2006,8.765366673863406,-4.829081226476097,13.594447900339503
IN,37639,160851,2006,18.96266814449091,5.368220244151406,13.594447900339503
KS,12547,67371,2006,15.699842338396857,2.1053944380573544,13.594447900339503
KY,56285,395574,2006,12.456319338554726,-1.138128561784777,13.594447900339503
LA,31545,299060,2006,9.541597979461896,-4.052849920877607,13.594447900339503
MA,67015,295482,2006,18.48704954799626,4.8926016476567575,13.594447900339503
MD,16846,50417,2006,25.04497271902829,11.450524818688788,13.594447900339503
ME,43912,113926,2006,27.820930320962,14.226482420622496,13.594447900339503
MI,23699,166181,2006,12.481040657257216,-1.1134072430822872,13.594447900339503
MN,19584,97625,2006,16.708614526188263,3.1141666258487604,13.594447900339503
MO,58842,300397,2006,16.379624706671603,2.7851768063320996,13.594447900339503
MS,14183,138459,2006,9.291675947642196,-4.302771952697308,13.594447900339503
MT,10421,29634,2006,26.016727000374484,12.42227910003498,13.594447900339503
NC,125151,458853,2006,21.429818973842647,7.835371073503143,13.594447900339503
ND,3970,14841,2006,21.104672797831057,7.510224897491554,13.594447900339503
NE,8982,97484,2006,8.436496158397986,-5.157951741941517,13.594447900339503
NH,12779,42375,2006,23.169670377488487,9.575222477148984,13.594447900339503
NJ,43035,175437,2006,19.69817642535428,6.103728525014777,13.594447900339503
NM,678,6540,2006,9.39318370739817,-4.201264192941332,13.594447900339503
NV,14061,37954,2006,27.032586753821015,13.438138853481512,13.594447900339503
NY,115852,1869710,2006,5.834720849814813,-7.75972705052469,13.594447900339503
OH,158994,696501,2006,18.585029719636,4.990581819296498,13.594447900339503
OK,21025,155466,2006,11.912788754100776,-1.6816591462387276,13.594447900339503
OR,21755,52589,2006,29.262617023566122,15.668169123226619,13.594447900339503
PA,67981,260134,2006,20.718650473157275,7.124202572817772,13.594447900339503
RI,4720,23524,2006,16.71151394986546,3.117066049525956,13.594447900339503
SC,40684,161184,2006,20.153763845681336,6.559315945341833,13.594447900339503
SD,2686,18432,2006,12.719007481769108,-0.8754404185703955,13.594447900339503
TN,7941324,43183214,2006,15.533292447552288,1.9388445472127849,13.594447900339503
TX,75847,1444164,2006,4.989898099421649,-8.604549800917855,13.594447900339503
UT,19253,100195,2006,16.11831089679191,2.523862996452408,13.594447900339503
VA,26279,118149,2006,18.195225302572908,4.600777402233405,13.594447900339503
VT,5982,11080,2006,35.060368069393974,21.46592016905447,13.594447900339503
WA,18789944,126234001,2006,12.956442468862642,-0.6380054314768611,13.594447900339503
WI,49881,154419,2006,24.415565345080765,10.821117444741262,13.594447900339503
WV,30570,210660,2006,12.672553165029225,-0.9218947353102784,13.594447900339503
WY,3231,15497,2006,17.25224263135412,3.6577947310146186,13.594447900339503
XX,29639922,188297277,2006,13.600212417156007,0.005764516816503473,13.594447900339503
AK,9448,35171,2007,21.174835832268766,2.3131372090078166,18.86169862326095
AL,28026,160943,2007,14.831004027115558,-4.030694596145391,18.86169862326095
AR,24739,115884,2007,17.592427981197957,-1.2692706420629918,18.86169862326095
CA,209529,1321707,2007,13.683651638284367,-5.178046984976582,18.86169862326095
CO,30389,97675,2007,23.72954147926037,4.86784285599942,18.86169862326095
CT,23869,61845,2007,27.847259490864968,8.985560867604018,18.86169862326095
DC,2914,34205,2007,7.850427005037851,-11.011271618223098,18.86169862326095
DE,16237,77384,2007,17.343331090246846,-1.5183675330141035,18.86169862326095
FL,81422,345293,2007,19.081119716907068,0.21942109364611895,18.86169862326095
GA,50989,189078,2007,21.239487309792683,2.3777886865317335,18.86169862326095
HI,10296,22272,2007,31.6138540899042,12.752155466643252,18.86169862326095
IA,21377,112524,2007,15.964779949365576,-2.8969186738953727,18.86169862326095
ID,13877,47532,2007,22.597664837401684,3.735966214140735,18.86169862326095
IL,75192,693485,2007,9.78200206328536,-9.07969655997559,18.86169862326095
IN,41500,159830,2007,20.612924055034025,1.7512254317730758,18.86169862326095
KS,15086,50282,2007,23.078570554399704,4.216871931138755,18.86169862326095
KY,88048,413527,2007,17.55430394258087,-1.3073946806800798,18.86169862326095
LA,39024,300973,2007,11.477748333073528,-7.383950290187421,18.86169862326095
MA,71571,301237,2007,19.19781764339821,0.3361190201372608,18.86169862326095
MD,12623,29670,2007,29.846546709857424,10.984848086596475,18.86169862326095
ME,54671,121088,2007,31.105661729982533,12.243963106721584,18.86169862326095
MI,24835,161997,2007,13.292690759612913,-5.569007863648036,18.86169862326095
MN,28549,99784,2007,22.246031807874825,3.384333184613876,18.86169862326095
MO,48198,222761,2007,17.787931015393475,-1.0737676078674738,18.86169862326095
MS,17859,133771,2007,11.77801226670184,-7.0836863565591095,18.86169862326095
MT,12751,29727,2007,30.01789161448279,11.15619299122184,18.86169862326095
NC,142039,464114,2007,23.43286266008747,4.57116403682652,18.86169862326095
ND,5255,15324,2007,25.5357403177997,6.674041694538751,18.86169862326095
NE,11715,97789,2007,10.698239333722968,-8.16345928953798,18.86169862326095
NH,14334,44069,2007,24.543259764053214,5.681561140792265,18.86169862326095
NJ,37560,161509,2007,18.86782974747449,0.006131124213542449,18.86169862326095
NM,563,3849,2007,12.760652765185856,-6.101045858075093,18.86169862326095
NV,15601,35318,2007,30.638857793750855,11.777159170489906,18.86169862326095
NY,146076,1842046,2007,7.347436424927645,-11.514262198333304,18.86169862326095
OH,83471,307945,2007,21.325392932327752,2.4636943090668026,18.86169862326095
OK,26503,165524,2007,13.801704968572128,-5.059993654688821,18.86169862326095
OR,24062,51445,2007,31.867244096573828,13.005545473312878,18.86169862326095
PA,57411,245974,2007,18.923480066582066,0.06178144332111657,18.86169862326095
RI,6511,29094,2007,18.286757477882322,-0.5749411453786273,18.86169862326095
SC,42438,157146,2007,21.263227513227516,2.401528889966567,18.86169862326095
SD,17861030,74004338,2007,19.442615197492053,0.5809165742311038,18.86169862326095
TN,66066,412761,2007,13.797467561353058,-5.064231061907892,18.86169862326095
TX,97782,1518387,2007,6.050233607995203,-12.811465015265746,18.86169862326095
UT,21189,87023,2007,19.581007651646768,0.719309028385819,18.86169862326095
VA,28688,123893,2007,18.80181673996107,-0.0598818832998802,18.86169862326095
VT,3211,6646,2007,32.575834432383076,13.714135809122126,18.86169862326095
WA,119738,264036,2007,31.200133411851766,12.338434788590817,18.86169862326095
WI,55052,139832,2007,28.248599166683768,9.386900543422819,18.86169862326095
WV,35912,216784,2007,14.211542723272233,-4.650155899988716,18.86169862326095
WY,2686,11504,2007,18.928823114869626,0.06712449160867706,18.86169862326095
XX,19990723,86103023,2007,18.842508398185885,-0.019190225075064404,18.86169862326095
AK,12813,38987,2008,24.735521235521237,5.48573762950004,19.249783606021197
AL,52244,247271,2008,17.442865966646078,-1.8069176393751185,19.249783606021197
AR,30532,139015,2008,18.00798598618672,-1.2417976198344753,19.249783606021197
CA,279480,1398833,2008,16.652436106971702,-2.5973474990494942,19.249783606021197
CO,41422,104375,2008,28.410735474666833,9.160951868645636,19.249783606021197
CT,62071,173825,2008,26.31286668701462,7.063083080993422,19.249783606021197
DC,3319,28812,2008,10.329588248109303,-8.920195357911894,19.249783606021197
DE,29350,88473,2008,24.910246726021235,5.660463120000038,19.249783606021197
FL,133046,393986,2008,25.24438743757495,5.9946038315537535,19.249783606021197
GA,73541,209118,2008,26.017568872740654,6.767785266719457,19.249783606021197
HI,12582,29389,2008,29.977841843177433,10.728058237156237,19.249783606021197
IA,31297,123429,2008,20.22736967284102,0.9775860668198249,19.249783606021197
ID,20689,52869,2008,28.12610457054297,8.876320964521774,19.249783606021197
IL,163840,801141,2008,16.978572635108875,-2.271210970912321,19.249783606021197
IN,60019,164406,2008,26.7434554973822,7.493671891361004,19.249783606021197
KS,24196,58939,2008,29.104468635352138,9.854685029330941,19.249783606021197
KY,131207,446036,2008,22.729942156076383,3.4801585500551866,19.249783606021197
LA,74526,350617,2008,17.529631206441127,-1.7201523995800692,19.249783606021197
MA,101023,315702,2008,24.242126102345672,4.992342496324476,19.249783606021197
MD,18089,34542,2008,34.36947806425871,15.119694458237511,19.249783606021197
ME,62554,115733,2008,35.086125180187,15.8363415741658,19.249783606021197
MI,28076,162166,2008,14.758045016347598,-4.491738589673599,19.249783606021197
MN,43128,113902,2008,27.464815640323504,8.215032034302308,19.249783606021197
MO,114871,349473,2008,24.73834054063367,5.488556934612472,19.249783606021197
MS,27946,155452,2008,15.237897905102562,-4.011885700918635,19.249783606021197
MT,16607,32063,2008,34.121635504417505,14.871851898396308,19.249783606021197
NC,227891,551201,2008,29.250845856458547,10.00106225043735,19.249783606021197
ND,7950,16971,2008,31.900806548693872,12.651022942672675,19.249783606021197
NE,16801,106737,2008,13.599864009454581,-5.649919596566615,19.249783606021197
NH,23306,49556,2008,31.986495017979195,12.736711411957998,19.249783606021197
NJ,49531,188812,2008,20.781394880487365,1.5316112744661687,19.249783606021197
NM,641,2821,2008,18.515309069901793,-0.7344745361194036,19.249783606021197
NV,20555,37997,2008,35.10554720590244,15.855763599881243,19.249783606021197
NY,201611,2022266,2008,9.065744193586246,-10.18403941243495,19.249783606021197
OH,82942,234191,2008,26.153695768021617,6.90391216200042,19.249783606021197
OK,41585,185708,2008,18.29576801749284,-0.9540155885283568,19.249783606021197
OR,25228,51604,2008,32.83527696793003,13.585493361908831,19.249783606021197
PA,72555,265779,2008,21.444785330472254,2.195001724451057,19.249783606021197
RI,7546,27517,2008,21.521261728888003,2.2714781228668066,19.249783606021197
SC,56059,145553,2008,27.80538856814079,8.555604962119592,19.249783606021197
SD,5366,19570,2008,21.519088867500802,2.269305261479605,19.249783606021197
TN,124754,477328,2008,20.720433429333546,1.4706498233123497,19.249783606021197
TX,148364,1601215,2008,8.479982898743069,-10.769800707278128,19.249783606021197
UT,28588,89877,2008,24.13202211623686,4.8822385102156645,19.249783606021197
VA,39231,127865,2008,23.478120361947624,4.228336755926428,19.249783606021197
VT,5142,17224,2008,22.99025306268443,3.7404694566632344,19.249783606021197
WA,139552,297694,2008,31.916129592952252,12.666345986931056,19.249783606021197
WI,132293,317670,2008,29.400861848640886,10.15107824261969,19.249783606021197
WV,58483,227935,2008,20.418758597574175,1.1689749915529788,19.249783606021197
WY,1739,6224,2008,21.838503076729875,2.5887194707086785,19.249783606021197
XX,3199590,13505672,2008,19.15318658276656,-0.09659702325463826,19.249783606021197
AK,16771,52474,2009,24.219799263484727,6.734894239994574,17.484905023490153
AL,78309,367342,2009,17.57182189650646,0.0869168730163068,17.484905023490153
AR,36447,185555,2009,16.41741966288592,-1.067485360604234,17.484905023490153
CA,380998,2026581,2009,15.824942815998977,-1.6599622074911764,17.484905023490153
CO,58113,171476,2009,25.311752740767197,7.826847717277044,17.484905023490153
CT,84824,305293,2009,21.74322062355652,4.258315600066368,17.484905023490153
DC,3052,34163,2009,8.20099422275964,-9.283910800730514,17.484905023490153
DE,48671,138597,2009,25.9900249909221,8.505119967431948,17.484905023490153
FL,196626,639674,2009,23.51141934712424,6.0265143236340855,17.484905023490153
GA,94184,301334,2009,23.812822678108205,6.327917654618052,17.484905023490153
HI,1518,5941,2009,20.351253519238504,2.866348495748351,17.484905023490153
IA,42899,212688,2009,16.784499994131156,-0.700405029358997,17.484905023490153
ID,28940,81806,2009,26.131869322594042,8.646964299103889,17.484905023490153
IL,204772,1356899,2009,13.112364896319392,-4.372540127170762,17.484905023490153
IN,74940,262043,2009,22.23851054800984,4.753605524519688,17.484905023490153
KS,30142,87073,2009,25.71513884741714,8.230233823926987,17.484905023490153
KY,129592,615347,2009,17.39632372583527,-0.08858129765488343,17.484905023490153
LA,94341,479996,2009,16.42607040814017,-1.0588346153499835,17.484905023490153
MA,111839,462054,2009,19.487779080769414,2.0028740572792607,17.484905023490153
MD,25462,67310,2009,27.445781054628554,9.960876031138401,17.484905023490153
ME,70501,170417,2009,29.263483840974935,11.778578817484782,17.484905023490153
MI,34242,263909,2009,11.484784555476924,-6.000120468013229,17.484905023490153
MN,61265,173035,2009,26.148100725565516,8.663195702075363,17.484905023490153
MO,141009,390818,2009,26.514073185453164,9.02916816196301,17.484905023490153
MS,34143,217903,2009,13.546336779794165,-3.938568243695988,17.484905023490153
MT,23045,45862,2009,33.443626917439445,15.958721893949292,17.484905023490153
NC,306811,785993,2009,28.075574393944386,10.590669370454233,17.484905023490153
ND,14576,22742,2009,39.058899190739055,21.5739941672489,17.484905023490153
NE,25507,160793,2009,13.691358024691358,-3.7935469987987958,17.484905023490153
NH,42235,87757,2009,32.49046095144317,15.005555927953015,17.484905023490153
NJ,53043,241147,2009,18.03018457459465,0.5452795511044961,17.484905023490153
NM,391,4203,2009,8.511101436656508,-8.973803586833645,17.484905023490153
NV,24438,54872,2009,30.813264405497414,13.32835938200726,17.484905023490153
NY,264435,2835067,2009,8.531531839631011,-8.953373183859142,17.484905023490153
OH,112192,338339,2009,24.90217099378289,7.4172659702927355,17.484905023490153
OK,62070,268867,2009,18.75583570286792,1.2709306793777664,17.484905023490153
OR,31601,76767,2009,29.16082238299129,11.675917359501138,17.484905023490153
PA,91852,353026,2009,20.646559281420974,3.1616542579308202,17.484905023490153
RI,7141,28012,2009,20.31405569937132,2.8291506758811664,17.484905023490153
SC,40869,148649,2009,21.564706254814848,4.079801231324694,17.484905023490153
SD,7203,27619,2009,20.685199012118776,3.200293988628623,17.484905023490153
TN,158801,689673,2009,18.71607144119914,1.2311664177089874,17.484905023490153
TX,177523,2233086,2009,7.3642386633419195,-10.120666360148235,17.484905023490153
UT,51646,135314,2009,27.624090714591354,10.1391856911012,17.484905023490153
VA,60887,206185,2009,22.7979720824347,5.313067058944547,17.484905023490153
VT,32943,79737,2009,29.23588924387646,11.750984220386307,17.484905023490153
WA,141431,342553,2009,29.2222470164303,11.737341992940145,17.484905023490153
WI,180207,596276,2009,23.208106294664532,5.7232012711743785,17.484905023490153
WV,75200,295698,2009,20.275116069647183,2.7902110461570295,17.484905023490153
WY,6035,24401,2009,19.828492574582732,2.343587551092579,17.484905023490153
XX,4119504,19522511,2009,17.424504637189344,-0.06040038630080957,17.484905023490153
AK,21856,63006,2010,25.754754778346022,7.0956736578074135,18.65908112053861
AL,102014,434967,2010,18.99769265579229,0.3386115352536798,18.65908112053861
AR,40042,212760,2010,15.839273423469752,-2.819807697068857,18.65908112053861
AZ,210031,766093,2010,21.51683597575718,2.8577548552185696,18.65908112053861
CA,683669,3579359,2010,16.03716888559024,-2.6219122349483683,18.65908112053861
CO,95038,219282,2010,30.23606515652838,11.57698403598977,18.65908112053861
CT,136538,428372,2010,24.169867766546886,5.5107866460082775,18.65908112053861
DC,8003,62884,2010,11.289799257973959,-7.36928186256465,18.65908112053861
DE,61316,157772,2010,27.986927627254804,9.327846506716195,18.65908112053861
FL,394926,1213734,2010,24.549998135093805,5.890917014555196,18.65908112053861
GA,163635,604604,2010,21.30001210560776,2.6409309850691507,18.65908112053861
HI,27450,102130,2010,21.183824664300047,2.5247435437614385,18.65908112053861
IA,57558,250297,2010,18.696464244530706,0.037383123992096756,18.65908112053861
ID,42417,109165,2010,27.982873956010607,9.323792835471998,18.65908112053861
IL,282459,1757308,2010,13.84761102616132,-4.811470094377288,18.65908112053861
IN,195109,807071,2010,19.46845875990341,0.8093776393648007,18.65908112053861
KS,44520,131500,2010,25.292580388592206,6.633499268053598,18.65908112053861
KY,167396,813651,2010,17.062994943157666,-1.5960861773809434,18.65908112053861
LA,122016,569021,2010,17.656941668825258,-1.0021394517133508,18.65908112053861
MA,211151,828955,2010,20.300911637852295,1.6418305173136858,18.65908112053861
MD,196281,529893,2010,27.02947227523982,8.37039115470121,18.65908112053861
ME,88393,212960,2010,29.332045806744915,10.672964686206306,18.65908112053861
MI,216559,1091552,2010,16.55509356621877,-2.10398755431984,18.65908112053861
MN,132712,474041,2010,21.872491771775334,3.2134106512367246,18.65908112053861
MO,284376,734779,2010,27.903115816534285,9.244034695995676,18.65908112053861
MS,43436,249828,2010,14.811228108461998,-3.8478530120766106,18.65908112053861
MT,28792,55346,2010,34.21997195084266,15.560890830304054,18.65908112053861
NC,307700,925897,2010,24.94331617213725,6.2842350515986425,18.65908112053861
ND,15976,29085,2010,35.45416213577151,16.795081015232903,18.65908112053861
NE,33339,176897,2010,15.85789303449457,-2.8011880860440392,18.65908112053861
NH,51021,100070,2010,33.76839123442164,15.109310113883033,18.65908112053861
NJ,90952,626374,2010,12.679311777350883,-5.979769343187726,18.65908112053861
NM,2169,15215,2010,12.476990335941094,-6.182090784597515,18.65908112053861
NV,47626,124573,2010,27.657535758047374,8.998454637508765,18.65908112053861
NY,429552,3815567,2010,10.118726942636943,-8.540354177901666,18.65908112053861
OH,485645,1723127,2010,21.987104146557453,3.328023026018844,18.65908112053861
OK,98071,328228,2010,23.005214649811517,4.346133529272908,18.65908112053861
OR,110611,273632,2010,28.786731313257498,10.127650192718889,18.65908112053861
PA,244966,1081369,2010,18.46939121715102,-0.1896899033875883,18.65908112053861
RI,25442,119539,2010,17.54850635600527,-1.1105747645333395,18.65908112053861
SC,82734,304004,2010,21.392777539316025,2.7336964187774164,18.65908112053861
SD,12352,33299,2010,27.057457667959078,8.398376547420469,18.65908112053861
TN,184479,791739,2010,18.897315968359525,0.23823484782091597,18.65908112053861
TX,207771,2447173,2010,7.825814781780709,-10.8332663387579,18.65908112053861
UT,77242,153524,2010,33.47200194136051,14.812920820821901,18.65908112053861
VA,94273,342320,2010,21.592879409427088,2.933798288888479,18.65908112053861
VT,44844,101963,2010,30.546227359730803,11.887146239192194,18.65908112053861
WA,185174,467411,2010,28.37546066795896,9.716379547420352,18.65908112053861
WI,262622,725065,2010,26.58959771668555,7.930516596146941,18.65908112053861
WV,95038,357149,2010,21.017410938394956,2.3583298178563474,18.65908112053861
WY,7868,28785,2010,21.466182849971354,2.8071017294327447,18.65908112053861
XX,7339512,32070521,2010,18.623460680685042,-0.035620439853566666,18.65908112053861
AK,28650,72733,2011,28.25917560143219,7.79319004221756,20.46598555921463
AL,127898,496505,2011,20.483245596193484,0.017260036978854032,20.46598555921463
AR,50680,241753,2011,17.33046543994693,-3.1355201192676994,20.46598555921463
AZ,376307,1130666,2011,24.971051239803234,4.505065680588604,20.46598555921463
CA,848744,4342459,2011,16.34965922157157,-4.116326337643059,20.46598555921463
CO,140962,271917,2011,34.14123750541926,13.675251946204632,20.46598555921463
CT,192507,513812,2011,27.254965532570978,6.788979973356348,20.46598555921463
DC,19384,140079,2011,12.15579789669077,-8.31018766252386,20.46598555921463
DE,93343,176816,2011,34.55113470215688,14.08514914294225,20.46598555921463
FL,595488,1622252,2011,26.85111870643087,6.385133147216241,20.46598555921463
GA,227656,860318,2011,20.92476474621636,0.45877918700173126,20.46598555921463
HI,52084,187360,2011,21.752058936536308,1.286073377321678,20.46598555921463
IA,70782,282698,2011,20.02432952359398,-0.4416560356206496,20.46598555921463
ID,58818,124696,2011,32.05096068964765,11.584975130433023,20.46598555921463
IL,269543,1520587,2011,15.057174618603117,-5.408810940611513,20.46598555921463
IN,222339,854358,2011,20.65009933156682,0.18411377235219106,20.46598555921463
KS,62936,170492,2011,26.9616327090152,6.495647149800568,20.46598555921463
KY,188288,951817,2011,16.514970112401926,-3.951015446812704,20.46598555921463
LA,139995,604162,2011,18.812562402826284,-1.653423156388346,20.46598555921463
MA,277746,882108,2011,23.946634662638573,3.480649103423943,20.46598555921463
MD,330120,771622,2011,29.963457869446746,9.497472310232116,20.46598555921463
ME,115142,252211,2011,31.3436939401611,10.87770838094647,20.46598555921463
MI,333968,1581752,2011,17.4330277911177,-3.0329577680969315,20.46598555921463
MN,215192,733601,2011,22.680605780185985,2.214620220971355,20.46598555921463
MO,348820,831868,2011,29.543791416530023,9.077805857315393,20.46598555921463
MS,62852,295129,2011,17.557356396009844,-2.908629163204786,20.46598555921463
MT,35475,65853,2011,35.010066319279964,14.544080760065334,20.46598555921463
NC,360828,1024114,2011,26.053654232451613,5.587668673236983,20.46598555921463
ND,17701,34152,2011,34.1368869689314,13.67090140971677,20.46598555921463
NE,48083,208267,2011,18.756777842793056,-1.7092077164215738,20.46598555921463
NH,56684,99889,2011,36.20292132104513,15.736935761830502,20.46598555921463
NJ,144491,859040,2011,14.398259744840965,-6.067725814373665,20.46598555921463
NM,73175,293107,2011,19.977776685723022,-0.48820887349160813,20.46598555921463
NV,67648,161450,2011,29.52797492776017,9.06198936854554,20.46598555921463
NY,596582,4491685,2011,11.724659889113523,-8.741325670101107,20.46598555921463
OH,544117,1782138,2011,23.390256012346025,2.9242704531313954,20.46598555921463
OK,138359,376256,2011,26.885924428942026,6.419938869727396,20.46598555921463
OR,215261,517786,2011,29.36523851813049,8.89925295891586,20.46598555921463
PA,521168,2012378,2011,20.570694196987148,0.10470863777251793,20.46598555921463
RI,40418,178094,2011,18.496924654023577,-1.9690609051910535,20.46598555921463
SC,118176,357927,2011,24.82151971317131,4.355534153956679,20.46598555921463
SD,17309,34830,2011,33.197798193291014,12.731812634076384,20.46598555921463
TN,217065,897629,2011,19.47305717981796,-0.9929283793966697,20.46598555921463
TX,265803,2516645,2011,9.552846989413638,-10.913138569800992,20.46598555921463
UT,83941,187258,2011,30.951810294285746,10.485824735071116,20.46598555921463
VA,214691,688632,2011,23.76680323649459,3.3008176772799587,20.46598555921463
VT,51304,103444,2011,33.153255615581465,12.687270056366835,20.46598555921463
WA,309955,927821,2011,25.04128372177195,4.575298162557321,20.46598555921463
WI,329378,791032,2011,29.39798823644916,8.932002677234529,20.46598555921463
WV,117042,391471,2011,23.01652071825106,2.5505351590364285,20.46598555921463
WY,11195,31136,2011,26.446339562023102,5.980354002808472,20.46598555921463
XX,10158150,39571037,2011,20.42693760507285,-0.03904795414177897,20.46598555921463
AK,24887,72622,2012,25.522772256919872,4.5676388920400015,20.95513336487987
AL,131071,524657,2012,19.98862333162531,-0.9665100332545613,20.95513336487987
AR,54633,261669,2012,17.27241686742417,-3.6827164974557007,20.95513336487987
AZ,376078,983048,2012,27.670576532271475,6.715443167391605,20.95513336487987
CA,868566,4226984,2012,17.04557898558546,-3.909554379294409,20.95513336487987
CO,176512,319252,2012,35.604037404894264,14.648904040014394,20.95513336487987
CT,236829,574125,2012,29.203752617287787,8.248619252407916,20.95513336487987
DC,36298,240942,2012,13.092627326504111,-7.862506038375759,20.95513336487987
DE,112076,182283,2012,38.07459598653345,17.119462621653582,20.95513336487987
FL,594430,1615746,2012,26.895143192216363,5.9400098273364925,20.95513336487987
GA,281565,1066501,2012,20.886588638835192,-0.06854472604467787,20.95513336487987
HI,56155,188592,2012,22.94410145987489,1.9889680949950197,20.95513336487987
IA,77645,311611,2012,19.947027149228273,-1.0081062156515976,20.95513336487987
ID,66920,144657,2012,31.629146835431072,10.674013470551202,20.95513336487987
IL,379561,1901799,2012,16.637488164954238,-4.317645199925632,20.95513336487987
IN,295095,1005251,2012,22.693575402239098,1.7384420373592278,20.95513336487987
KS,71672,176070,2012,28.930096632787333,7.974963267907462,20.95513336487987
KY,177145,1050375,2012,14.431129431699688,-6.5240039331801825,20.95513336487987
LA,157602,656172,2012,19.366802085099792,-1.5883312797800784,20.95513336487987
MA,305659,876295,2012,25.86048188000548,4.90534851512561,20.95513336487987
MD,372897,832053,2012,30.947093240383417,9.991959875503547,20.95513336487987
ME,113388,248553,2012,31.327757838984805,10.372624474104935,20.95513336487987
MI,345589,1675649,2012,17.097887532294564,-3.8572458325853063,20.95513336487987
MN,256883,864229,2012,22.913232576227887,1.9580992113480171,20.95513336487987
MO,338695,889397,2012,27.578959882484373,6.623826517604503,20.95513336487987
MS,59821,336361,2012,15.099373520250795,-5.855759844629075,20.95513336487987
MT,36246,69400,2012,34.308918463548075,13.353785098668205,20.95513336487987
NC,425015,1087036,2012,28.108509567468293,7.153376202588422,20.95513336487987
ND,18776,42164,2012,30.810633409911386,9.855500045031516,20.95513336487987
NE,55862,222939,2012,20.036513498875543,-0.9186198660043274,20.95513336487987
NH,57791,99822,2012,36.666391731646506,15.711258366766636,20.95513336487987
NJ,224051,1136363,2012,16.469324779074604,-4.485808585805266,20.95513336487987
NM,97957,343439,2012,22.192543656942973,1.2374102920631032,20.95513336487987
NV,88397,184042,2012,32.446529314819095,11.491395949939225,20.95513336487987
NY,711801,4886990,2012,12.713476891707511,-8.241656473172359,20.95513336487987
OH,676513,2369510,2012,22.209714109184336,1.2545807443044659,20.95513336487987
OK,150038,412416,2012,26.675603693813184,5.720470328933313,20.95513336487987
OR,187768,470500,2012,28.5245523100014,7.56941894512153,20.95513336487987
PA,527528,1900771,2012,21.724178118098305,0.7690447532184344,20.95513336487987
RI,44399,183487,2012,19.48298710758888,-1.4721462572909907,20.95513336487987
SC,134855,408126,2012,24.83604398680617,3.8809106219263008,20.95513336487987
SD,20620,40362,2012,33.81325637073235,12.858123005852477,20.95513336487987
TN,254018,983841,2012,20.520753979249655,-0.4343793856302156,20.95513336487987
TX,334984,2979414,2012,10.10693344613411,-10.84819991874576,20.95513336487987
UT,77544,187179,2012,29.29250575129475,8.33737238641488,20.95513336487987
VA,246069,768906,2012,24.243848370649523,3.288715005769653,20.95513336487987
VT,54388,107072,2012,33.685123250340645,12.729989885460775,20.95513336487987
WA,216960,567915,2012,27.642618251313905,6.687484886434035,20.95513336487987
WI,343641,819918,2012,29.533611961232737,8.578478596352866,20.95513336487987
WV,136001,399098,2012,25.416044507651854,4.460911142771984,20.95513336487987
WY,14834,32807,2012,31.137045821876114,10.181912456996244,20.95513336487987
XX,11254853,42410402,2012,20.972327439793215,0.017194074913344792,20.95513336487987
